6.56394,-0.332897,14.6599
6.63649,-0.384213,11.1209
6.69755,-0.313149,14.6751
6.74897,-0.316529,16.3022
-1.38938,0.314861,14.6394
-0.719,-0.115989,14.2326
-4.07118,-0.337628,-0.709771
-0.699276,-0.157572,11.9664
-0.802904,-0.0762651,5.21268
0.380948,-0.425036,9.50453
-2.4045,-0.0718608,-5.44482
3.67015,-0.482187,0.223922
5.0229,-0.396587,9.93146
6.42283,-0.407983,11.6577
-6.08502,-0.588567,-2.00763
-1.86434,-0.406956,0.4698
1.29372,-0.336259,9.13452
2.9978,-0.988237,-2.23608
3.68736,-0.483412,0.220474
6.75104,-0.378485,14.66
7.44927,-0.395252,14.4219
0.534647,-0.471061,8.41322
1.95733,-0.164152,15.8248
1.63523,-0.353466,13.849
0.189154,-0.570599,-2.08093
2.80873,-0.351635,-2.52545
6.45039,-0.388501,13.7486
6.61908,-0.354009,14.3074
6.92226,-0.326476,14.4497
7.61029,-0.359602,13.5323
0.890167,-0.287969,15.8814
7.23252,-0.392562,11.4436
5.04266,-0.296867,15.7889
2.82247,-0.259256,13.6903
-1.16692,0.642092,14.9744
-7.28822,-0.241826,0.766144
-5.86856,-0.485179,-0.58081
-5.8578,-0.495402,-0.822908
-3.24562,0.0841809,-0.338065
-3.45708,0.013529,-0.30732
4.9927,-0.335138,13.9918
-5.57292,-0.400552,0.211035
1.92281,-0.358277,2.89281
0.0461218,-0.494166,8.31009
1.91668,-0.491237,14.1422
-5.83752,-0.536896,-1.85611
3.10358,-0.371641,-2.86853
6.31791,-0.342952,16.0709
6.57293,-0.345403,12.0253
1.8171,-0.292567,14.5351
1.6187,-0.167026,10.2047
1.66782,-0.240607,10.5072
-0.591794,-0.143129,0.269444
-2.07135,-0.0533681,2.53657
-2.14387,-0.377023,-0.38007
-2.08856,-0.465104,-0.0892796
1.84536,-0.384953,9.9972
1.28766,-0.246636,12.9445
5.02531,-0.237983,15.0713
5.05165,-0.282831,11.0273
5.05663,-0.275658,10.1454
6.61303,-0.34039,14.5945
1.83356,-0.323759,3.09878
1.92413,-0.500053,9.52949
6.81742,-0.358385,13.9877
6.62593,-0.325219,14.3303
5.05115,-0.255959,8.88271
0.300814,-0.375383,13.0606
1.81201,-0.282829,-1.81004
4.26038,-0.309379,15.0684
4.15984,-0.335724,15.1573
4.68768,-0.33821,14.9111
0.647652,-0.358954,11.7921
4.43806,-0.302849,14.9636
1.2008,-0.390127,9.15829
1.18086,-0.454168,9.15888
6.26983,-0.461941,14.7511
4.33124,-0.306443,15.0176
6.56843,-0.339657,14.1187
-1.64335,-0.384315,0.50211
3.00838,-0.355502,11.8637
0.477457,-0.350411,3.34658
-1.25092,-0.39432,0.87503
0.98734,-0.430477,-2.49986
-0.861288,-0.406718,1.17769
5.15271,-0.332182,14.9056
5.19545,-0.363041,11.8856
5.25783,-0.391345,13.0191
-7.33186,-0.348434,0.966804
-0.759625,-0.0499492,14.2808
1.19008,-0.380067,11.0586
6.18906,-0.307618,14.6437
1.31614,-0.185017,12.788
1.34919,-0.255011,3.61427
4.25521,-0.362334,7.40497
2.41284,-0.0596288,7.84994
1.25334,-0.310368,-3.34868
-0.213782,-0.0835039,-0.146892
5.11252,-0.374445,11.8351
7.40655,-0.364496,11.4011
1.10974,-0.121916,15.0198
-4.446,-0.122661,0.233303
4.96037,-0.36198,10.9528
6.5197,-0.420169,12.2885
0.395083,-0.380012,9.4725
4.93107,-0.336561,15.751
-4.67522,-0.352996,-0.453732
-3.98839,-0.0536266,0.0993348
6.62381,-0.29213,14.0251
-5.81419,-0.491062,2.33607
0.696505,-0.338184,14.0672
3.0638,-0.233882,11.1656
-5.81249,-0.292404,2.50201
6.44361,-0.405697,11.934
6.72298,-0.32777,14.3338
6.92001,-0.372072,13.9809
3.07373,-0.300679,9.03361
4.52289,-0.234602,15.6131
1.31119,-0.298107,10.1794
6.8019,-0.375666,13.8849
3.10247,-0.406002,9.76163
4.10485,-0.303899,16.6262
4.94838,-0.35785,8.84749
6.66493,-0.344917,13.7266
-5.1885,-0.364422,0.131519
-3.97231,-0.278047,-0.29273
-5.0704,-0.289366,-0.2069
3.01414,-0.00842018,10.165
7.02326,-0.353652,11.6372
-0.084702,-0.426788,11.8875
-1.54389,-0.0693157,12.9482
-1.61822,-0.149938,12.97
-1.07811,0.098261,15.1623
4.01161,-0.303868,15.4922
-1.06228,0.125632,3.23404
-1.09971,0.0743265,3.28345
0.0776858,-0.324959,16.1161
-0.901733,-0.231286,16.7849
-7.13821,-0.264645,0.824051
0.057122,-0.44404,8.44532
6.50677,-0.367504,11.4837
7.06568,-0.380908,11.4498
2.0076,-0.0204568,13.0619
-2.07823,-0.498796,-0.924419
0.0878146,-0.398675,10.7555
0.330042,-0.411092,8.33495
6.20017,-0.554653,2.32021
6.6748,-0.353158,11.9388
-1.11964,0.378864,14.7699
1.07949,-0.13169,15.0018
1.25482,-0.303997,13.1113
7.22243,-0.354494,13.8376
6.19441,-0.073753,15.1787
-1.02911,0.16055,3.0695
6.39639,-0.383489,12.3755
7.21114,-0.347828,14.4252
0.606501,-0.275109,15.1793
3.20125,-0.518179,-1.10587
1.25281,-0.135114,15.29
6.40168,-0.326848,14.3013
4.69174,-0.301305,15.9511
0.0183573,-0.371726,15.1831
1.91579,-0.351267,13.6877
-5.86514,-0.55313,1.58503
0.0830616,-0.349048,15.8534
0.258865,-0.370171,6.04708
3.19106,-0.549384,9.63808
3.14042,-0.573819,-3.64706
3.25692,-0.553967,-1.1908
0.895932,-0.267263,15.8566
0.780091,-0.393913,-2.65147
3.83562,-0.464901,-0.694409
-3.91184,-0.425317,-0.611701
4.27213,-0.352159,12.2254
1.86454,-0.397807,-4.26798
6.67605,-0.377177,11.8807
6.52004,-0.383529,9.90567
5.45693,-0.315423,8.90702
4.87183,-0.317632,16.4312
0.35832,-0.383616,10.1048
1.98544,-0.341075,2.51917
1.91982,-0.257826,-3.72922
7.03662,-0.33717,14.4924
-5.02024,-0.378903,-0.181322
-1.95582,-0.400778,-1.11944
5.04597,-0.349443,13.9493
6.87249,-0.349211,14.6512
1.86124,-0.175801,10.1325
1.1713,-0.14589,12.7378
1.27166,-0.212277,10.5329
1.0204,-0.196812,3.56314
0.035845,-0.516159,2.53911
6.47384,-0.332573,12.9675
6.398,-0.356774,15.3174
-0.387222,-0.094548,0.459967
1.44662,-0.210539,12.6722
-4.17721,-0.13452,0.204321
0.23165,-0.2889,2.49179
6.73541,-0.341336,8.55018
0.468579,-0.349282,4.08032
0.20858,-0.190475,15.1366
0.244004,-0.363659,12.8939
0.25744,-0.336087,3.72996
1.33785,-0.290195,5.99017
0.182535,-0.38634,8.06286
0.374352,-0.405816,6.48658
6.78481,-0.37755,11.8506
0.404998,-0.404197,10.1993
0.300027,-0.447336,12.2157
-1.08962,0.110775,3.71053
-0.049876,-0.514538,4.43366
-1.94838,-0.379128,1.22703
3.2145,-0.345591,2.75835
-1.48861,-0.382143,-0.272292
-1.51366,-0.401333,-0.222242
-5.1015,2.28969,4.80564
-5.08612,2.29357,7.06115
-5.06625,2.23702,9.54348
-8.76829,0.214721,-0.675012
-7.66972,1.53767,2.0531
-7.70398,3.19037,2.04741
-9.09448,4.06762,1.51091
-8.71665,0.107759,1.36162
-6.31254,4.03165,2.67668
-3.17375,1.32154,3.23023
-3.57562,1.46197,7.75362
-2.94425,1.01194,11.1481
-2.60374,0.991979,3.84466
-2.53006,-0.164985,6.11132
-2.35169,-0.204714,12.9688
-2.20492,-0.502659,15.2529
