-0.620652,-0.31365,15.6837
-1.11109,-0.0646869,12.7894
-3.79848,-0.423591,-0.838218
-3.78217,-0.162998,-0.496995
0.14748,-0.537074,12.2387
0.895007,-0.373303,15.5912
0.117956,-0.475858,11.6567
-1.96394,-0.442535,0.570519
0.0792403,-0.367259,9.85946
1.5148,-0.237061,15.7182
0.114156,-0.47001,8.16281
1.83006,-0.0849988,15.2526
0.11821,-0.478208,5.02675
1.7736,-0.0689504,12.9729
1.54984,-0.215802,3.92788
2.64717,-0.0213971,10.6723
1.73724,-0.3304,3.13594
1.7929,-0.206654,3.21802
3.27193,-0.416092,9.86294
4.82298,-0.295893,13.7707
6.39276,-0.331826,10.9633
6.3952,-0.358823,13.6194
6.43104,-0.592747,12.131
6.72233,-0.323928,16.2479
7.43646,-0.328361,13.9426
-1.82798,-0.544992,-1.22588
1.02641,-0.151534,12.7258
2.00792,-0.188046,15.1697
1.77608,-0.516286,-1.98698
4.1262,-0.258413,15.5978
4.55231,-0.364768,-0.244993
-1.07255,-0.11064,15.3731
-0.10919,-0.454223,16.8965
0.336175,-0.407543,12.95
-1.01094,0.101376,3.41439
1.54122,-0.150062,14.7838
0.970175,-0.252729,10.4998
1.82113,-0.281023,14.5855
1.80765,-0.318834,10.5545
1.83809,-0.346731,10.0382
3.00517,-0.240095,16.7032
1.42984,-0.269365,0.523724
1.7492,-0.352311,2.55153
3.03888,-0.329533,11.3351
4.07932,-0.31278,15.4206
4.35986,-0.349821,10.4829
4.99949,-0.333548,13.1246
6.39791,-0.414471,9.61056
6.50648,-0.357371,13.624
6.58729,-0.385309,14.1837
6.73279,-0.385618,13.9286
6.75267,-0.359643,13.2943
6.91376,-0.350428,16.4676
7.32914,-0.347821,13.4665
7.48013,-0.399062,14.4157
7.6682,-0.355992,15.5783
-5.9605,-0.475044,2.23293
-5.83048,-0.518396,-1.79349
-1.08795,0.289528,14.9394
-1.13873,0.391588,13.0929
1.12362,-0.157316,15.0783
1.15474,-0.0378947,15.0094
0.427563,-0.422673,10.6516
0.476644,-0.46323,8.34966
1.13136,-0.204119,10.7368
1.92569,-0.395317,9.86604
1.27262,-0.201955,3.61941
2.31266,-0.117399,10.2425
1.94053,-0.368743,2.94994
1.29845,-0.435136,-4.59362
3.65096,-0.475609,0.216003
5.03738,-0.321157,15.8456
4.95322,-0.355266,13.7899
4.99339,-0.333858,14.032
5.00539,-0.381541,13.0212
5.00552,-0.357656,11.9009
6.32008,-0.364119,16.1501
6.41626,-0.416427,10.6083
