4.29318,5.08581,7.07009
5.27052,2.67288,8.27509
125.246,-2165.32,1112.98
4.90231,6.35214,12.4031
5.8451,6.31452,8.42986
9.80329,-68.1676,43.9852
1.74925,4.82509,6.40631
19.2212,-39.5273,34.891
-6.02258,-0.598733,1.47277
-2.95624,-4.46673,7.10572
2.92191,18.8203,4.53019
4.69445,2.33696,2.72456
2.79141,18.8406,-0.117111
4.43376,6.16979,10.0131
-6.19407,2.12304,2.18492
6.30533,-5.19128,9.35163
1.93638,3.98159,6.38237
5.82313,5.9909,6.8158
6.31246,-4.01315,12.4717
17.1412,-56.1392,59.2168
-7.3381,1.25216,-3.65778
-6.12411,1.97017,2.21756
4.48923,4.5267,15.6747
7.11976,-1.26263,-5.65281
3.52599,4.11412,5.38458
1.81268,4.55373,6.07428
3.0362,-0.604215,0.0663789
7.36893,-5.46995,15.1279
5.66141,-94.7658,74.8206
